# M	N	Memory Footprint	Performance			Execution Time
#			Row	Column	PerfLib	Row	Column	PerfLib
#  	 	(KByte)	(Mflop/s)	(Mflop/s)	(Mflop/s)	(seconds)	(seconds)	(seconds)
    5	    5	       0.27	       inf	       inf	       0.0	     0.00	     0.00	     0.00
   10	   10	       0.94	       inf	       inf	       0.0	     0.00	     0.00	     0.00
   20	   20	       3.44	       inf	       inf	       0.0	     0.00	     0.00	     0.00
   25	   25	       5.27	       inf	       inf	       0.0	     0.00	     0.00	     0.00
   30	   30	       7.50	       inf	       inf	       0.0	     0.00	     0.00	     0.00
   35	   35	      10.12	       inf	       inf	       0.0	     0.00	     0.00	     0.00
   40	   40	      13.12	       inf	       inf	       0.0	     0.00	     0.00	     0.00
   45	   45	      16.52	       inf	       inf	       0.0	     0.00	     0.00	     0.00
   50	   50	      20.31	       inf	       inf	       0.0	     0.00	     0.00	     0.00
   55	   55	      24.49	       inf	       inf	       0.0	     0.00	     0.00	     0.00
   60	   60	      29.06	       inf	       inf	       0.0	     0.00	     0.00	     0.00
   65	   65	      34.02	       inf	       inf	       0.0	     0.00	     0.00	     0.00
   70	   70	      39.38	       inf	       inf	       0.0	     0.00	     0.00	     0.00
   75	   75	      45.12	       inf	       inf	       0.0	     0.00	     0.00	     0.00
   80	   80	      51.25	       inf	       inf	       0.0	     0.00	     0.00	     0.00
   85	   85	      57.77	       inf	       inf	       0.0	     0.00	     0.00	     0.00
   90	   90	      64.69	       inf	       inf	       0.0	     0.00	     0.00	     0.00
   95	   95	      71.99	       inf	       inf	       0.0	     0.00	     0.00	     0.00
  100	  100	      79.69	       inf	       inf	       0.0	     0.00	     0.00	     0.00
  150	  150	     178.12	       inf	       inf	       0.0	     0.00	     0.00	     0.00
  200	  200	     315.62	       inf	       inf	       0.0	     0.00	     0.00	     0.00
  250	  250	     492.19	       inf	       inf	       0.0	     0.00	     0.00	     0.00
  300	  300	     707.81	       inf	       inf	       0.0	     0.00	     0.00	     0.00
  325	  325	     830.27	       inf	       inf	       0.0	     0.00	     0.00	     0.00
  350	  350	     962.50	       inf	       inf	       0.0	     0.00	     0.00	     0.00
  375	  375	    1104.49	       inf	       inf	       0.0	     0.00	     0.00	     0.00
  400	  400	    1256.25	       inf	       inf	       0.0	     0.00	     0.00	     0.00
  500	  500	    1960.94	       inf	     225.0	       0.0	     0.00	     0.01	     0.00
  525	  525	    2161.52	       inf	     248.1	       0.0	     0.00	     0.01	     0.00
  550	  550	    2371.88	       inf	     272.3	       0.0	     0.00	     0.01	     0.00
  575	  575	    2591.99	     297.6	     297.6	       0.0	     0.01	     0.01	     0.00
  600	  600	    2821.88	       inf	     162.0	       0.0	     0.00	     0.02	     0.00
  650	  650	    3310.94	     380.3	     380.3	       0.0	     0.01	     0.01	     0.00
  675	  675	    3570.12	     410.1	     410.1	       0.0	     0.01	     0.01	     0.00
  700	  700	    3839.06	     441.0	     220.5	       0.0	     0.01	     0.02	     0.00
  725	  725	    4117.77	     473.1	     236.5	       0.0	     0.01	     0.02	     0.00
  750	  750	    4406.25	     506.2	     168.8	       0.0	     0.01	     0.03	     0.00
  800	  800	    5012.50	     576.0	     192.0	       0.0	     0.01	     0.03	     0.00
  900	  900	    6342.19	     364.5	     182.2	       0.0	     0.02	     0.04	     0.00
  950	  950	    7065.62	     406.1	     203.1	       0.0	     0.02	     0.04	     0.00
  975	  975	    7441.99	     427.8	     171.1	       0.0	     0.02	     0.05	     0.00
 1000	 1000	    7828.12	     450.0	     180.0	       0.0	     0.02	     0.05	     0.00
 1025	 1025	    8224.02	     472.8	     157.6	       0.0	     0.02	     0.06	     0.00
 1050	 1050	    8629.69	     496.1	     141.7	       0.0	     0.02	     0.07	     0.00
 1100	 1100	    9470.31	     363.0	     181.5	       0.0	     0.03	     0.06	     0.00
 1200	 1200	   11268.75	     432.0	     162.0	       0.0	     0.03	     0.08	     0.00
 1300	 1300	   13223.44	     380.3	     169.0	       0.0	     0.04	     0.09	     0.00
 1400	 1400	   15334.38	     352.8	     196.0	       0.0	     0.05	     0.09	     0.00
 1500	 1500	   17601.56	     405.0	     184.1	       0.0	     0.05	     0.11	     0.00
 1600	 1600	   20025.00	     384.0	     177.2	       0.0	     0.06	     0.13	     0.00
 1700	 1700	   22604.69	     433.5	     173.4	       0.0	     0.06	     0.15	     0.00
 1800	 1800	   25340.62	     416.6	     182.2	       0.0	     0.07	     0.16	     0.00
 1900	 1900	   28232.81	     406.1	     162.4	       0.0	     0.08	     0.20	     0.00
 1950	 1950	   29737.50	     427.8	     136.9	       0.0	     0.08	     0.25	     0.00
 1975	 1975	   30504.49	     390.1	     140.4	       0.0	     0.09	     0.25	     0.00
 2000	 2000	   31281.25	     400.0	     171.4	       0.0	     0.09	     0.21	     0.00
 2025	 2025	   32067.77	     410.1	     136.7	       0.0	     0.09	     0.27	     0.00
 2050	 2050	   32864.06	     378.2	     140.1	       0.0	     0.10	     0.27	     0.00
 2100	 2100	   34485.94	     396.9	     165.4	       0.0	     0.10	     0.24	     0.00
 3000	 3000	   70359.38	     405.0	     155.8	       0.0	     0.20	     0.52	     0.00
 3500	 3500	   95757.81	     408.3	     136.1	       0.0	     0.27	     0.81	     0.00
 4000	 4000	  125062.50	     400.0	     153.2	       0.0	     0.36	     0.94	     0.00
 4500	 4500	  158273.44	     379.7	     132.1	       0.0	     0.48	     1.38	     0.00
 5000	 5000	  195390.62	     351.6	     139.8	       0.0	     0.64	     1.61	     0.00
 5500	 5500	  236414.06	     400.4	     132.8	       0.0	     0.68	     2.05	     0.00
 6000	 6000	  281343.75	     400.0	     135.0	       0.0	     0.81	     2.40	     0.00
